Power (dBm), Detector 5 (cts/s), Error Counts, Detector 6 (cts/s), Error Counts
-12.0, 2583, 50.8232230383
, 2340, 50.8232230383
, 2285, 50.8232230383
, 2202, 50.8232230383
, 2626, 50.8232230383
, 2407, 50.8232230383
, 2321, 50.8232230383
, 2241, 50.8232230383
, 2551, 50.8232230383
, 2454, 50.8232230383
, 2175, 50.8232230383
, 2256, 50.8232230383
, 2651, 50.8232230383
, 2377, 50.8232230383
, 2367, 50.8232230383
, 2393, 50.8232230383
, 2620, 50.8232230383
, 2416, 50.8232230383
, 2198, 50.8232230383
, 2334, 50.8232230383
, 2736, 50.8232230383
, 2440, 50.8232230383
, 2341, 50.8232230383
, 2360, 50.8232230383
, 2633, 50.8232230383
, 2400, 50.8232230383
, 2392, 50.8232230383
, 2359, 50.8232230383
, 2768, 50.8232230383
, 2543, 50.8232230383
, 2540, 50.8232230383
, 2482, 50.8232230383
, 2779, 50.8232230383
, 2739, 50.8232230383
, 2473, 50.8232230383
, 2477, 50.8232230383
, 2943, 50.8232230383
, 2824, 50.8232230383
, 2603, 50.8232230383
, 2726, 50.8232230383
, 3014, 50.8232230383
, 2922, 50.8232230383
, 2617, 50.8232230383
, 2761, 50.8232230383
, 3250, 50.8232230383
, 2827, 50.8232230383
, 2781, 50.8232230383
, 2815, 50.8232230383
, 3236, 50.8232230383
, 3022, 50.8232230383
, 2758, 50.8232230383
, 2746, 50.8232230383
, 3232, 50.8232230383
, 2964, 50.8232230383
, 3013, 50.8232230383
, 2940, 50.8232230383
, 3319, 50.8232230383
, 3041, 50.8232230383
, 2947, 50.8232230383
, 3014, 50.8232230383
, 3433, 50.8232230383
, 3075, 50.8232230383
, 2986, 50.8232230383
, 2996, 50.8232230383
, 3326, 50.8232230383
, 3295, 50.8232230383
, 2918, 50.8232230383
, 3089, 50.8232230383
, 3585, 50.8232230383
, 3222, 50.8232230383
, 3064, 50.8232230383
, 3049, 50.8232230383
, 3406, 50.8232230383
, 3074, 50.8232230383
, 2925, 50.8232230383
, 2888, 50.8232230383
, 3376, 50.8232230383
, 3090, 50.8232230383
, 2906, 50.8232230383
, 2975, 50.8232230383
, 3277, 50.8232230383
, 3060, 50.8232230383
, 2879, 50.8232230383
, 2816, 50.8232230383
, 3249, 50.8232230383
, 3040, 50.8232230383
, 2843, 50.8232230383
, 2767, 50.8232230383
, 3182, 50.8232230383
, 3038, 50.8232230383
, 2721, 50.8232230383
, 2802, 50.8232230383
, 3225, 50.8232230383
, 2916, 50.8232230383
, 2864, 50.8232230383
, 2734, 50.8232230383
, 3006, 50.8232230383
, 2706, 50.8232230383
, 2616, 50.8232230383
, 2660, 50.8232230383
, 3198, 50.8232230383
, 2756, 50.8232230383
, 2585, 50.8232230383
, 2562, 50.8232230383
, 2807, 50.8232230383
, 2666, 50.8232230383
, 2396, 50.8232230383
, 2560, 50.8232230383
, 2819, 50.8232230383
, 2604, 50.8232230383
, 2481, 50.8232230383
, 2417, 50.8232230383
, 2772, 50.8232230383
, 2549, 50.8232230383
, 2259, 50.8232230383
, 2314, 50.8232230383
, 2691, 50.8232230383
, 2422, 50.8232230383
, 2358, 50.8232230383
, 2353, 50.8232230383
, 2584, 50.8232230383
, 2352, 50.8232230383
, 2140, 50.8232230383
, 2273, 50.8232230383
, 2597, 50.8232230383
, 2403, 50.8232230383
, 2242, 50.8232230383
, 2259, 50.8232230383
, 2603, 50.8232230383
, 2403, 50.8232230383
, 2234, 50.8232230383
, 2262, 50.8232230383
, 2654, 50.8232230383
, 2418, 50.8232230383
, 2302, 50.8232230383
, 2317, 50.8232230383
, 2508, 50.8232230383
, 2499, 50.8232230383
, 2211, 50.8232230383
, 2316, 50.8232230383
, 2689, 50.8232230383
, 2478, 50.8232230383
, 2366, 50.8232230383
, 2322, 50.8232230383
, 2522, 50.8232230383
, 2439, 50.8232230383
, 2239, 50.8232230383
, 2354, 50.8232230383
, 2729, 50.8232230383
, 2536, 50.8232230383
, 2480, 50.8232230383
, 2434, 50.8232230383
, 2672, 50.8232230383
, 2602, 50.8232230383
, 2364, 50.8232230383
, 2460, 50.8232230383
, 2830, 50.8232230383
, 2579, 50.8232230383
, 2458, 50.8232230383
, 2470, 50.8232230383
, 2825, 50.8232230383
, 2653, 50.8232230383
, 2478, 50.8232230383
, 2486, 50.8232230383
, 2946, 50.8232230383
, 2652, 50.8232230383
, 2626, 50.8232230383
, 2701, 50.8232230383
, 2935, 50.8232230383
, 2907, 50.8232230383
, 2698, 50.8232230383
, 2666, 50.8232230383
, 3067, 50.8232230383
, 2915, 50.8232230383
, 2799, 50.8232230383
, 2656, 50.8232230383
, 3178, 50.8232230383
, 2864, 50.8232230383
, 2782, 50.8232230383
, 2856, 50.8232230383
, 3282, 50.8232230383
, 3086, 50.8232230383
, 2974, 50.8232230383
, 2912, 50.8232230383
, 3248, 50.8232230383
, 3135, 50.8232230383
, 2888, 50.8232230383
, 2928, 50.8232230383
, 3484, 50.8232230383
, 3061, 50.8232230383
, 2973, 50.8232230383
, 2967, 50.8232230383
-11.5, 2583, 51.7976833459
, 2340, 51.7976833459
, 2285, 51.7976833459
, 2202, 51.7976833459
, 2626, 51.7976833459
, 2407, 51.7976833459
, 2321, 51.7976833459
, 2241, 51.7976833459
, 2551, 51.7976833459
, 2454, 51.7976833459
, 2175, 51.7976833459
, 2256, 51.7976833459
, 2651, 51.7976833459
, 2377, 51.7976833459
, 2367, 51.7976833459
, 2393, 51.7976833459
, 2620, 51.7976833459
, 2416, 51.7976833459
, 2198, 51.7976833459
, 2334, 51.7976833459
, 2736, 51.7976833459
, 2440, 51.7976833459
, 2341, 51.7976833459
, 2360, 51.7976833459
, 2633, 51.7976833459
, 2400, 51.7976833459
, 2392, 51.7976833459
, 2359, 51.7976833459
, 2768, 51.7976833459
, 2543, 51.7976833459
, 2540, 51.7976833459
, 2482, 51.7976833459
, 2779, 51.7976833459
, 2739, 51.7976833459
, 2473, 51.7976833459
, 2477, 51.7976833459
, 2943, 51.7976833459
, 2824, 51.7976833459
, 2603, 51.7976833459
, 2726, 51.7976833459
, 3014, 51.7976833459
, 2922, 51.7976833459
, 2617, 51.7976833459
, 2761, 51.7976833459
, 3250, 51.7976833459
, 2827, 51.7976833459
, 2781, 51.7976833459
, 2815, 51.7976833459
, 3236, 51.7976833459
, 3022, 51.7976833459
, 2758, 51.7976833459
, 2746, 51.7976833459
, 3232, 51.7976833459
, 2964, 51.7976833459
, 3013, 51.7976833459
, 2940, 51.7976833459
, 3319, 51.7976833459
, 3041, 51.7976833459
, 2947, 51.7976833459
, 3014, 51.7976833459
, 3433, 51.7976833459
, 3075, 51.7976833459
, 2986, 51.7976833459
, 2996, 51.7976833459
, 3326, 51.7976833459
, 3295, 51.7976833459
, 2918, 51.7976833459
, 3089, 51.7976833459
, 3585, 51.7976833459
, 3222, 51.7976833459
, 3064, 51.7976833459
, 3049, 51.7976833459
, 3406, 51.7976833459
, 3074, 51.7976833459
, 2925, 51.7976833459
, 2888, 51.7976833459
, 3376, 51.7976833459
, 3090, 51.7976833459
, 2906, 51.7976833459
, 2975, 51.7976833459
, 3277, 51.7976833459
, 3060, 51.7976833459
, 2879, 51.7976833459
, 2816, 51.7976833459
, 3249, 51.7976833459
, 3040, 51.7976833459
, 2843, 51.7976833459
, 2767, 51.7976833459
, 3182, 51.7976833459
, 3038, 51.7976833459
, 2721, 51.7976833459
, 2802, 51.7976833459
, 3225, 51.7976833459
, 2916, 51.7976833459
, 2864, 51.7976833459
, 2734, 51.7976833459
, 3006, 51.7976833459
, 2706, 51.7976833459
, 2616, 51.7976833459
, 2660, 51.7976833459
, 3198, 51.7976833459
, 2756, 51.7976833459
, 2585, 51.7976833459
, 2562, 51.7976833459
, 2807, 51.7976833459
, 2666, 51.7976833459
, 2396, 51.7976833459
, 2560, 51.7976833459
, 2819, 51.7976833459
, 2604, 51.7976833459
, 2481, 51.7976833459
, 2417, 51.7976833459
, 2772, 51.7976833459
, 2549, 51.7976833459
, 2259, 51.7976833459
, 2314, 51.7976833459
, 2691, 51.7976833459
, 2422, 51.7976833459
, 2358, 51.7976833459
, 2353, 51.7976833459
, 2584, 51.7976833459
, 2352, 51.7976833459
, 2140, 51.7976833459
, 2273, 51.7976833459
, 2597, 51.7976833459
, 2403, 51.7976833459
, 2242, 51.7976833459
, 2259, 51.7976833459
, 2603, 51.7976833459
, 2403, 51.7976833459
, 2234, 51.7976833459
